short_name,long_name,overall,potential,age,player_positions,pace,shooting,defending
Player_2018_428,Player 2018 428,55,60,25,LW,65,43,42
Player_2018_429,Player 2018 429,53,58,20,ST,79,45,80
Player_2018_430,Player 2018 430,48,55,25,ST,54,58,79
Player_2018_431,Player 2018 431,83,92,18,ST,41,50,76
Player_2018_432,Player 2018 432,57,64,18,ST,57,62,33
Player_2018_433,Player 2018 433,62,70,25,CM,51,51,39
Player_2018_434,Player 2018 434,53,57,23,GK,88,79,61
Player_2018_435,Player 2018 435,75,77,33,LW,43,83,37
Player_2018_436,Player 2018 436,75,76,18,RW,78,67,40
Player_2018_437,Player 2018 437,67,76,32,RW,61,68,33
Player_2018_438,Player 2018 438,66,70,20,CB,53,44,37
Player_2018_439,Player 2018 439,62,64,21,CM,87,60,76
Player_2018_440,Player 2018 440,46,49,28,CM,83,77,69
Player_2018_441,Player 2018 441,68,76,28,LW,86,74,75
Player_2018_442,Player 2018 442,61,66,30,LW,80,40,80
Player_2018_443,Player 2018 443,78,83,31,ST,59,69,46
Player_2018_444,Player 2018 444,66,73,27,CB,73,80,38
Player_2018_445,Player 2018 445,66,75,32,CM,56,44,84
Player_2018_446,Player 2018 446,77,84,26,CB,89,54,80
Player_2018_447,Player 2018 447,54,56,30,ST,66,77,79
Player_2018_448,Player 2018 448,55,56,24,LW,46,41,65
Player_2018_449,Player 2018 449,74,76,33,RW,82,52,74
Player_2018_450,Player 2018 450,77,80,19,CM,40,50,39
Player_2018_451,Player 2018 451,57,60,32,CM,53,46,41
Player_2018_452,Player 2018 452,68,75,18,CB,45,77,48
Player_2018_453,Player 2018 453,45,49,26,GK,56,66,58
Player_2018_454,Player 2018 454,82,84,28,LW,87,79,46
Player_2018_455,Player 2018 455,72,80,24,CM,74,82,32
Player_2018_456,Player 2018 456,60,67,33,CM,44,43,50
Player_2018_457,Player 2018 457,46,46,32,CM,77,83,34
Player_2018_458,Player 2018 458,49,50,18,ST,77,67,32
Player_2018_459,Player 2018 459,84,90,32,ST,69,67,65
Player_2018_460,Player 2018 460,84,85,20,RW,67,85,83
Player_2018_461,Player 2018 461,67,73,19,RW,77,88,42
Player_2018_462,Player 2018 462,69,73,32,GK,57,75,82
Player_2018_463,Player 2018 463,69,77,29,CM,81,64,79
Player_2018_464,Player 2018 464,59,63,27,CM,60,40,38
Player_2018_465,Player 2018 465,51,53,20,LW,57,75,77
Player_2018_466,Player 2018 466,71,75,19,ST,52,80,67
Player_2018_467,Player 2018 467,48,54,23,GK,81,54,78
Player_2018_468,Player 2018 468,62,68,28,GK,54,84,48
Player_2018_469,Player 2018 469,72,81,25,RW,85,78,61
Player_2018_470,Player 2018 470,83,91,21,CB,88,59,66
Player_2018_471,Player 2018 471,51,58,19,GK,46,70,34
Player_2018_472,Player 2018 472,54,58,19,LW,68,55,42
Player_2018_473,Player 2018 473,56,64,25,ST,78,69,34
Player_2018_474,Player 2018 474,71,75,18,CM,50,88,56
Player_2018_475,Player 2018 475,66,66,30,GK,44,51,63
Player_2018_476,Player 2018 476,51,56,26,CB,89,81,32
Player_2018_477,Player 2018 477,66,66,20,CB,46,86,81
Player_2018_478,Player 2018 478,73,80,26,CM,54,49,50
Player_2018_479,Player 2018 479,82,86,26,RW,41,70,61
