short_name,long_name,overall,potential,age,player_positions,pace,shooting,defending
Player_2021_428,Player 2021 428,54,59,28,CM,47,67,72
Player_2021_429,Player 2021 429,62,62,23,RW,62,61,70
Player_2021_430,Player 2021 430,68,77,19,CM,70,46,67
Player_2021_431,Player 2021 431,68,75,31,RW,79,53,38
Player_2021_432,Player 2021 432,55,55,27,GK,40,76,50
Player_2021_433,Player 2021 433,59,66,26,GK,57,72,52
Player_2021_434,Player 2021 434,66,70,21,CB,66,58,58
Player_2021_435,Player 2021 435,84,86,22,GK,50,67,69
Player_2021_436,Player 2021 436,49,52,33,GK,73,61,74
Player_2021_437,Player 2021 437,54,55,24,ST,87,41,57
Player_2021_438,Player 2021 438,48,50,22,ST,70,61,34
Player_2021_439,Player 2021 439,75,84,32,LW,47,50,37
Player_2021_440,Player 2021 440,69,69,25,CB,80,68,58
Player_2021_441,Player 2021 441,81,90,25,CB,76,71,42
Player_2021_442,Player 2021 442,65,69,25,RW,66,40,36
Player_2021_443,Player 2021 443,49,58,34,CB,89,51,65
Player_2021_444,Player 2021 444,64,70,31,GK,48,84,40
Player_2021_445,Player 2021 445,54,63,26,CM,61,66,66
Player_2021_446,Player 2021 446,53,54,27,CM,48,88,36
Player_2021_447,Player 2021 447,69,70,27,CM,41,52,84
Player_2021_448,Player 2021 448,60,64,27,GK,56,88,63
Player_2021_449,Player 2021 449,46,46,29,LW,49,55,79
Player_2021_450,Player 2021 450,82,87,34,CB,85,72,53
Player_2021_451,Player 2021 451,81,87,19,RW,79,65,76
Player_2021_452,Player 2021 452,81,89,20,LW,82,40,49
Player_2021_453,Player 2021 453,83,86,33,LW,70,73,70
Player_2021_454,Player 2021 454,59,67,19,CB,68,76,41
Player_2021_455,Player 2021 455,57,58,32,RW,58,78,34
Player_2021_456,Player 2021 456,75,83,25,RW,86,59,68
Player_2021_457,Player 2021 457,70,77,26,CM,68,89,76
Player_2021_458,Player 2021 458,77,83,23,GK,82,74,73
Player_2021_459,Player 2021 459,60,63,33,ST,81,75,48
Player_2021_460,Player 2021 460,55,61,30,CB,66,78,84
Player_2021_461,Player 2021 461,61,68,28,ST,51,52,43
Player_2021_462,Player 2021 462,73,79,19,ST,79,65,84
Player_2021_463,Player 2021 463,52,60,22,RW,62,75,52
Player_2021_464,Player 2021 464,64,70,24,RW,83,49,66
Player_2021_465,Player 2021 465,59,60,25,LW,85,82,63
Player_2021_466,Player 2021 466,60,69,27,CM,73,43,65
Player_2021_467,Player 2021 467,75,76,18,CB,61,48,79
Player_2021_468,Player 2021 468,54,59,23,RW,53,58,33
Player_2021_469,Player 2021 469,64,69,21,CB,60,43,45
Player_2021_470,Player 2021 470,73,76,22,GK,80,73,37
Player_2021_471,Player 2021 471,47,51,32,CM,81,83,44
Player_2021_472,Player 2021 472,56,60,28,LW,79,73,36
Player_2021_473,Player 2021 473,80,85,33,GK,40,46,71
Player_2021_474,Player 2021 474,52,52,29,GK,71,45,75
Player_2021_475,Player 2021 475,50,53,24,LW,65,66,30
Player_2021_476,Player 2021 476,63,70,26,LW,87,79,42
Player_2021_477,Player 2021 477,49,49,31,RW,54,74,62
Player_2021_478,Player 2021 478,48,55,20,CM,66,43,67
Player_2021_479,Player 2021 479,59,65,23,RW,88,55,41
